Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_672GD - Laboratory and pathology;'Ceiba VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GD - Pharmacy;'Ceiba VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GD - My HealtheVet coordinator;'Ceiba VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GD - Pulmonary medicine;'Ceiba VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GD - Telehealth;'Ceiba VA Clinic';'Telehealth at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Wound care and ostomy;'Comerio VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Cardiology;'Comerio VA Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Geriatrics;'Comerio VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Primary care;'Comerio VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Nephrology;'Comerio VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Nutrition, food, and dietary care;'Comerio VA Clinic';'Nutrition, food, and dietary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Palliative and hospice care;'Comerio VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Laboratory and pathology;'Comerio VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Pharmacy;'Comerio VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - My HealtheVet coordinator;'Comerio VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Pulmonary medicine;'Comerio VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QA - Telehealth;'Comerio VA Clinic';'Telehealth at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Cardiology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Nutrition, food, and dietary care;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Nutrition, food, and dietary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Gastroenterology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Gastroenterology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Psychiatry;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Psychiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Laboratory and pathology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Surgery;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Surgery at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Optometry;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Optometry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Ophthalmology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Ophthalmology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Pharmacy;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Physical medicine and rehabilitation;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Physical medicine and rehabilitation at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Podiatry;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Podiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - My HealtheVet coordinator;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Extended care and rehabilitation;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Extended care and rehabilitation at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Primary care;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Social work;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Social work at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Spinal cord injury and disorders;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Spinal cord injury and disorders at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Telehealth;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Telehealth at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Urology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Urology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672B0 - Radiology;'Euripides Rubio Department of Veterans Affairs Outpatient Clinic';'Radiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Wound care and ostomy;'Guayama VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Cardiology;'Guayama VA Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Geriatrics;'Guayama VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Nephrology;'Guayama VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Palliative and hospice care;'Guayama VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Laboratory and pathology;'Guayama VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Pharmacy;'Guayama VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - My HealtheVet coordinator;'Guayama VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Primary care;'Guayama VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GE - Pulmonary medicine;'Guayama VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Cardiology;'Mayaguez VA Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Dental/oral surgery;'Mayaguez VA Clinic';'Dental/oral surgery at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Nutrition, food, and dietary care;'Mayaguez VA Clinic';'Nutrition, food, and dietary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Gastroenterology;'Mayaguez VA Clinic';'Gastroenterology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Psychiatry;'Mayaguez VA Clinic';'Psychiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Laboratory and pathology;'Mayaguez VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Optometry;'Mayaguez VA Clinic';'Optometry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Ophthalmology;'Mayaguez VA Clinic';'Ophthalmology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Pharmacy;'Mayaguez VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Physical therapy, occupational therapy and kinesiotherapy;'Mayaguez VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Podiatry;'Mayaguez VA Clinic';'Podiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - My HealtheVet coordinator;'Mayaguez VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Primary care;'Mayaguez VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Advice nurse;'Mayaguez VA Clinic';'Advice nurse at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Social work;'Mayaguez VA Clinic';'Social work at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Pulmonary medicine;'Mayaguez VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Surgery;'Mayaguez VA Clinic';'Surgery at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Urology;'Mayaguez VA Clinic';'Urology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672BZ - Radiology;'Mayaguez VA Clinic';'Radiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Wound care and ostomy;'Saint Croix VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Cardiology;'Saint Croix VA Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Podiatry;'Saint Croix VA Clinic';'Podiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Geriatrics;'Saint Croix VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Nephrology;'Saint Croix VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Palliative and hospice care;'Saint Croix VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Pharmacy;'Saint Croix VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Laboratory and pathology;'Saint Croix VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Physical therapy, occupational therapy and kinesiotherapy;'Saint Croix VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - My HealtheVet coordinator;'Saint Croix VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Primary care;'Saint Croix VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GA - Pulmonary medicine;'Saint Croix VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Wound care and ostomy;'Saint Thomas VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Cardiology;'Saint Thomas VA Clinic';'Cardiology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Geriatrics;'Saint Thomas VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Nephrology;'Saint Thomas VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Palliative and hospice care;'Saint Thomas VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Pharmacy;'Saint Thomas VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Laboratory and pathology;'Saint Thomas VA Clinic';'Laboratory and pathology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Podiatry;'Saint Thomas VA Clinic';'Podiatry at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - My HealtheVet coordinator;'Saint Thomas VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Primary care;'Saint Thomas VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672GB - Pulmonary medicine;'Saint Thomas VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Wound care and ostomy;'Utuado VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Geriatrics;'Utuado VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Nephrology;'Utuado VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Palliative and hospice care;'Utuado VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Pharmacy;'Utuado VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - My HealtheVet coordinator;'Utuado VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Primary care;'Utuado VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QB - Pulmonary medicine;'Utuado VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Wound care and ostomy;'Vieques VA Clinic';'Wound care and ostomy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Geriatrics;'Vieques VA Clinic';'Geriatrics at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Primary care;'Vieques VA Clinic';'Primary care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Nephrology;'Vieques VA Clinic';'Nephrology at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Palliative and hospice care;'Vieques VA Clinic';'Palliative and hospice care at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Pharmacy;'Vieques VA Clinic';'Pharmacy at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - My HealtheVet coordinator;'Vieques VA Clinic';'My HealtheVet coordinator at VA Caribbean health care';'';'VA Caribbean health care'
vha_672QC - Pulmonary medicine;'Vieques VA Clinic';'Pulmonary medicine at VA Caribbean health care';'';'VA Caribbean health care'
vha_546 - Anesthesia;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Anesthesia at VA Miami health care';'';'VA Miami health care'
vha_546 - Audiology and speech;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546 - Caregiver support;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Caregiver support at VA Miami health care';'';'VA Miami health care'
vha_546 - Extended care and rehabilitation;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Extended care and rehabilitation at VA Miami health care';'';'VA Miami health care'
vha_546 - Dental/oral surgery;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Dental/oral surgery at VA Miami health care';'';'VA Miami health care'
vha_546 - Mental health care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Mental health care at VA Miami health care';'';'VA Miami health care'
vha_546 - Geriatrics;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Geriatrics at VA Miami health care';'';'VA Miami health care'
vha_546 - Homeless Veteran care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Homeless Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546 - LGBT Veteran care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'LGBT Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546 - Minority Veteran care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Minority Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546 - MOVE! weight management;'Bruce W. Carter Department of Veterans Affairs Medical Center';'MOVE! weight management at VA Miami health care';'';'VA Miami health care'
vha_546 - Neurology;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Neurology at VA Miami health care';'';'VA Miami health care'
vha_546 - Radiology;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Radiology at VA Miami health care';'';'VA Miami health care'
vha_546 - Advice nurse;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Advice nurse at VA Miami health care';'';'VA Miami health care'
vha_546 - Nutrition, food, and dietary care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Nutrition, food, and dietary care at VA Miami health care';'';'VA Miami health care'
vha_546 - Laboratory and pathology;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546 - Patient advocates;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Patient advocates at VA Miami health care';'';'VA Miami health care'
vha_546 - Pharmacy;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Pharmacy at VA Miami health care';'';'VA Miami health care'
vha_546 - Physical medicine and rehabilitation;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Physical medicine and rehabilitation at VA Miami health care';'';'VA Miami health care'
vha_546 - Rehabilitation and prosthetics;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Rehabilitation and prosthetics at VA Miami health care';'';'VA Miami health care'
vha_546 - Recreation and creative arts therapy;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Recreation and creative arts therapy at VA Miami health care';'';'VA Miami health care'
vha_546 - Returning service member care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Returning service member care at VA Miami health care';'';'VA Miami health care'
vha_546 - Social work;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546 - Spinal cord injury and disorders;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Spinal cord injury and disorders at VA Miami health care';'';'VA Miami health care'
vha_546 - Suicide prevention;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Suicide prevention at VA Miami health care';'';'VA Miami health care'
vha_546 - Telehealth;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Telehealth at VA Miami health care';'';'VA Miami health care'
vha_546 - Blind and low vision rehabilitation;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Blind and low vision rehabilitation at VA Miami health care';'';'VA Miami health care'
vha_546 - Women Veteran care;'Bruce W. Carter Department of Veterans Affairs Medical Center';'Women Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Extended care and rehabilitation;'Deerfield Beach VA Clinic';'Extended care and rehabilitation at VA Miami health care';'';'VA Miami health care'
vha_546GH - Addiction and substance abuse care;'Deerfield Beach VA Clinic';'Addiction and substance abuse care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Primary care;'Deerfield Beach VA Clinic';'Primary care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Audiology and speech;'Deerfield Beach VA Clinic';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546GH - Dermatology;'Deerfield Beach VA Clinic';'Dermatology at VA Miami health care';'';'VA Miami health care'
vha_546GH - Cardiology;'Deerfield Beach VA Clinic';'Cardiology at VA Miami health care';'';'VA Miami health care'
vha_546GH - Mental health care;'Deerfield Beach VA Clinic';'Mental health care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Psychiatry;'Deerfield Beach VA Clinic';'Psychiatry at VA Miami health care';'';'VA Miami health care'
vha_546GH - Internal medicine;'Deerfield Beach VA Clinic';'Internal medicine at VA Miami health care';'';'VA Miami health care'
vha_546GH - Laboratory and pathology;'Deerfield Beach VA Clinic';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546GH - Pharmacy;'Deerfield Beach VA Clinic';'Pharmacy at VA Miami health care';'';'VA Miami health care'
vha_546GH - Nutrition, food, and dietary care;'Deerfield Beach VA Clinic';'Nutrition, food, and dietary care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Palliative and hospice care;'Deerfield Beach VA Clinic';'Palliative and hospice care at VA Miami health care';'';'VA Miami health care'
vha_546GH - Psychology;'Deerfield Beach VA Clinic';'Psychology at VA Miami health care';'';'VA Miami health care'
vha_546GH - Caregiver support;'Deerfield Beach VA Clinic';'Caregiver support at VA Miami health care';'';'VA Miami health care'
vha_546GH - Ophthalmology;'Deerfield Beach VA Clinic';'Ophthalmology at VA Miami health care';'';'VA Miami health care'
vha_546GH - Social work;'Deerfield Beach VA Clinic';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546GH - Suicide prevention;'Deerfield Beach VA Clinic';'Suicide prevention at VA Miami health care';'';'VA Miami health care'
vha_546GH - Telehealth;'Deerfield Beach VA Clinic';'Telehealth at VA Miami health care';'';'VA Miami health care'
vha_546GH - Women Veteran care;'Deerfield Beach VA Clinic';'Women Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546GF - Audiology and speech;'Hollywood VA Clinic';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546GF - Cardiology;'Hollywood VA Clinic';'Cardiology at VA Miami health care';'';'VA Miami health care'
vha_546GF - Primary care;'Hollywood VA Clinic';'Primary care at VA Miami health care';'';'VA Miami health care'
vha_546GF - Laboratory and pathology;'Hollywood VA Clinic';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546GF - Mental health care;'Hollywood VA Clinic';'Mental health care at VA Miami health care';'';'VA Miami health care'
vha_546GF - Social work;'Hollywood VA Clinic';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546GC - Addiction and substance abuse care;'Homestead VA Clinic';'Addiction and substance abuse care at VA Miami health care';'';'VA Miami health care'
vha_546GC - Internal medicine;'Homestead VA Clinic';'Internal medicine at VA Miami health care';'';'VA Miami health care'
vha_546GC - Pharmacy;'Homestead VA Clinic';'Pharmacy at VA Miami health care';'';'VA Miami health care'
vha_546GC - Women Veteran care;'Homestead VA Clinic';'Women Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546GE - Audiology and speech;'Key Largo VA Clinic';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546GE - Cardiology;'Key Largo VA Clinic';'Cardiology at VA Miami health care';'';'VA Miami health care'
vha_546GE - Primary care;'Key Largo VA Clinic';'Primary care at VA Miami health care';'';'VA Miami health care'
vha_546GE - Laboratory and pathology;'Key Largo VA Clinic';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546GE - Mental health care;'Key Largo VA Clinic';'Mental health care at VA Miami health care';'';'VA Miami health care'
vha_546GE - Social work;'Key Largo VA Clinic';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546GB - Physical therapy, occupational therapy and kinesiotherapy;'Key West VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Miami health care';'';'VA Miami health care'
vha_546GB - Psychiatry;'Key West VA Clinic';'Psychiatry at VA Miami health care';'';'VA Miami health care'
vha_546GB - Telehealth;'Key West VA Clinic';'Telehealth at VA Miami health care';'';'VA Miami health care'
vha_546GA - Homeless Veteran care;'Miami Flagler VA Clinic';'Homeless Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546GD - Audiology and speech;'Pembroke Pines VA Clinic';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546GD - Cardiology;'Pembroke Pines VA Clinic';'Cardiology at VA Miami health care';'';'VA Miami health care'
vha_546GD - Laboratory and pathology;'Pembroke Pines VA Clinic';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546GD - Pharmacy;'Pembroke Pines VA Clinic';'Pharmacy at VA Miami health care';'';'VA Miami health care'
vha_546GD - Mental health care;'Pembroke Pines VA Clinic';'Mental health care at VA Miami health care';'';'VA Miami health care'
vha_546GD - Primary care;'Pembroke Pines VA Clinic';'Primary care at VA Miami health care';'';'VA Miami health care'
vha_546GD - Social work;'Pembroke Pines VA Clinic';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546GD - Telehealth;'Pembroke Pines VA Clinic';'Telehealth at VA Miami health care';'';'VA Miami health care'
vha_546GD - Women Veteran care;'Pembroke Pines VA Clinic';'Women Veteran care at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Audiology and speech;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Audiology and speech at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Cardiology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Cardiology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Dental/oral surgery;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Dental/oral surgery at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Dermatology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Dermatology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Radiology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Radiology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Gastroenterology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Gastroenterology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Internal medicine;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Internal medicine at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Physical therapy, occupational therapy and kinesiotherapy;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Laboratory and pathology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Laboratory and pathology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Nephrology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Nephrology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Neurology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Neurology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Optometry;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Optometry at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Orthopedics;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Orthopedics at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Pharmacy;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Pharmacy at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Plastic and reconstructive surgery;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Plastic and reconstructive surgery at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Podiatry;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Podiatry at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Primary care;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Primary care at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Rehabilitation and prosthetics;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Rehabilitation and prosthetics at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Psychiatry;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Psychiatry at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Psychology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Psychology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Social work;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Social work at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Urology;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Urology at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Blind and low vision rehabilitation;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Blind and low vision rehabilitation at VA Miami health care';'';'VA Miami health care'
vha_546BZ - Women Veteran care;'William "Bill" Kling Department of Veterans Affairs Outpatient Clinic';'Women Veteran care at VA Miami health care';'';'VA Miami health care'
vha_573 - Caregiver support;'Malcom Randall Department of Veterans Affairs Medical Center';'Caregiver support at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Telehealth;'Malcom Randall Department of Veterans Affairs Medical Center';'Telehealth at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Gastroenterology;'Malcom Randall Department of Veterans Affairs Medical Center';'Gastroenterology at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Geriatrics;'Malcom Randall Department of Veterans Affairs Medical Center';'Geriatrics at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Extended care and rehabilitation;'Malcom Randall Department of Veterans Affairs Medical Center';'Extended care and rehabilitation at VA North Florida health care';'';'VA North Florida health care'
vha_573 - Hematology/oncology;'Malcom Randall Department of Veterans Affairs Medical Center';'Hematology/oncology at VA North Florida health care';'';'VA North Florida health care'
