Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_668 - Palliative and hospice care;Mann-Grandstaff Department of Veterans Affairs Medical Center;Palliative and hospice care at VA Spokane health care;;VA Spokane health care
vha_668 - Patient advocates;Mann-Grandstaff Department of Veterans Affairs Medical Center;Patient advocates at VA Spokane health care;;VA Spokane health care
vha_668 - Pharmacy;Mann-Grandstaff Department of Veterans Affairs Medical Center;Pharmacy at VA Spokane health care;;VA Spokane health care
vha_668 - Physical therapy, occupational therapy and kinesiotherapy;Mann-Grandstaff Department of Veterans Affairs Medical Center;Physical therapy, occupational therapy and kinesiotherapy at VA Spokane health care;;VA Spokane health care
vha_668 - Podiatry;Mann-Grandstaff Department of Veterans Affairs Medical Center;Podiatry at VA Spokane health care;;VA Spokane health care
vha_668 - Primary care;Mann-Grandstaff Department of Veterans Affairs Medical Center;Primary care at VA Spokane health care;;VA Spokane health care
vha_668 - Psychiatry;Mann-Grandstaff Department of Veterans Affairs Medical Center;Psychiatry at VA Spokane health care;;VA Spokane health care
vha_668 - PTSD care;Mann-Grandstaff Department of Veterans Affairs Medical Center;PTSD care at VA Spokane health care;;VA Spokane health care
vha_668 - Pulmonary medicine;Mann-Grandstaff Department of Veterans Affairs Medical Center;Pulmonary medicine at VA Spokane health care;;VA Spokane health care
vha_668 - Radiology;Mann-Grandstaff Department of Veterans Affairs Medical Center;Radiology at VA Spokane health care;;VA Spokane health care
vha_668 - Registry exams;Mann-Grandstaff Department of Veterans Affairs Medical Center;Registry exams at VA Spokane health care;;VA Spokane health care
vha_668 - Rehabilitation and prosthetics;Mann-Grandstaff Department of Veterans Affairs Medical Center;Rehabilitation and prosthetics at VA Spokane health care;;VA Spokane health care
vha_668 - Returning service member care;Mann-Grandstaff Department of Veterans Affairs Medical Center;Returning service member care at VA Spokane health care;;VA Spokane health care
vha_668 - Rheumatology;Mann-Grandstaff Department of Veterans Affairs Medical Center;Rheumatology at VA Spokane health care;;VA Spokane health care
vha_668 - Sleep medicine;Mann-Grandstaff Department of Veterans Affairs Medical Center;Sleep medicine at VA Spokane health care;;VA Spokane health care
vha_668 - Smoking and tobacco cessation;Mann-Grandstaff Department of Veterans Affairs Medical Center;Smoking and tobacco cessation at VA Spokane health care;;VA Spokane health care
vha_668 - Social work;Mann-Grandstaff Department of Veterans Affairs Medical Center;Social work at VA Spokane health care;;VA Spokane health care
vha_668 - Suicide prevention;Mann-Grandstaff Department of Veterans Affairs Medical Center;Suicide prevention at VA Spokane health care;;VA Spokane health care
vha_668 - Surgery;Mann-Grandstaff Department of Veterans Affairs Medical Center;Surgery at VA Spokane health care;;VA Spokane health care
vha_668 - Telehealth;Mann-Grandstaff Department of Veterans Affairs Medical Center;Telehealth at VA Spokane health care;;VA Spokane health care
vha_668 - Travel reimbursement;Mann-Grandstaff Department of Veterans Affairs Medical Center;Travel reimbursement at VA Spokane health care;;VA Spokane health care
vha_668 - Urgent care;Mann-Grandstaff Department of Veterans Affairs Medical Center;Urgent care at VA Spokane health care;;VA Spokane health care
vha_668 - Urology;Mann-Grandstaff Department of Veterans Affairs Medical Center;Urology at VA Spokane health care;;VA Spokane health care
vha_668 - Vocational rehabilitation and employment programs;Mann-Grandstaff Department of Veterans Affairs Medical Center;Vocational rehabilitation and employment programs at VA Spokane health care;;VA Spokane health care
vha_668 - Whole health;Mann-Grandstaff Department of Veterans Affairs Medical Center;Whole health at VA Spokane health care;;VA Spokane health care
vha_668 - Women Veteran care;Mann-Grandstaff Department of Veterans Affairs Medical Center;Women Veteran care at VA Spokane health care;;VA Spokane health care
vha_668 - Wound care and ostomy;Mann-Grandstaff Department of Veterans Affairs Medical Center;Wound care and ostomy at VA Spokane health care;;VA Spokane health care
vha_668GB - Addiction and substance abuse care;'Coeur d ''Alene VA Clinic';Addiction and substance abuse care at VA Spokane health care;;VA Spokane health care
vha_668GB - Diabetic care;'Coeur d ''Alene VA Clinic';Diabetic care at VA Spokane health care;;VA Spokane health care
vha_668GB - Laboratory and pathology;'Coeur d ''Alene VA Clinic';Laboratory and pathology at VA Spokane health care;;VA Spokane health care
vha_668GB - Mental health care;'Coeur d ''Alene VA Clinic';Mental health care at VA Spokane health care;;VA Spokane health care
vha_668GB - Military sexual trauma care;'Coeur d ''Alene VA Clinic';Military sexual trauma care at VA Spokane health care;;VA Spokane health care
vha_668GB - Primary care;'Coeur d ''Alene VA Clinic';Primary care at VA Spokane health care;;VA Spokane health care
vha_668GB - Psychiatry;'Coeur d ''Alene VA Clinic';Psychiatry at VA Spokane health care;;VA Spokane health care
vha_668GB - PTSD care;'Coeur d ''Alene VA Clinic';PTSD care at VA Spokane health care;;VA Spokane health care
vha_668GB - Social work;'Coeur d ''Alene VA Clinic';Social work at VA Spokane health care;;VA Spokane health care
vha_668QB - Primary care;Libby VA Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_668QD - Primary care;Sandpoint VA Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_668GA - Primary care;Wenatchee VA Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_668GC - Primary care;East Front Avenue VA Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_668QE - Primary care;Spokane VA Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_668HK - Primary care;Spokane VA Mobile Clinic;Primary care at VA Spokane health care;;VA Spokane health care
vha_687 - Addiction and substance abuse care;Jonathan M. Wainwright Memorial VA Medical Center;Addiction and substance abuse care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Caregiver support;Jonathan M. Wainwright Memorial VA Medical Center;Caregiver support at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Extended care and rehabilitation;Jonathan M. Wainwright Memorial VA Medical Center;Extended care and rehabilitation at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Homeless Veteran care;Jonathan M. Wainwright Memorial VA Medical Center;Homeless Veteran care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - LGBT Veteran care;Jonathan M. Wainwright Memorial VA Medical Center;LGBT Veteran care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Blind and low vision rehabilitation;Jonathan M. Wainwright Memorial VA Medical Center;Blind and low vision rehabilitation at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Mental health care;Jonathan M. Wainwright Memorial VA Medical Center;Mental health care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Minority Veteran care;Jonathan M. Wainwright Memorial VA Medical Center;Minority Veteran care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Pain management;Jonathan M. Wainwright Memorial VA Medical Center;Pain management at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Patient advocates;Jonathan M. Wainwright Memorial VA Medical Center;Patient advocates at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Pharmacy;Jonathan M. Wainwright Memorial VA Medical Center;Pharmacy at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Psychiatry;Jonathan M. Wainwright Memorial VA Medical Center;Psychiatry at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - PTSD care;Jonathan M. Wainwright Memorial VA Medical Center;PTSD care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Recreation and creative arts therapy;Jonathan M. Wainwright Memorial VA Medical Center;Recreation and creative arts therapy at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Returning service member care;Jonathan M. Wainwright Memorial VA Medical Center;Returning service member care at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Sleep medicine;Jonathan M. Wainwright Memorial VA Medical Center;Sleep medicine at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Suicide prevention;Jonathan M. Wainwright Memorial VA Medical Center;Suicide prevention at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Vocational rehabilitation and employment programs;Jonathan M. Wainwright Memorial VA Medical Center;Vocational rehabilitation and employment programs at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Whole health;Jonathan M. Wainwright Memorial VA Medical Center;Whole health at VA Wallawalla health care;;VA Wallawalla health care
vha_687 - Women Veteran care;Jonathan M. Wainwright Memorial VA Medical Center;Women Veteran care at VA Wallawalla health care;;VA Wallawalla health care
vha_687GC - Primary care;La Grande VA Clinic;Primary care at VA Wallawalla health care;;VA Wallawalla health care
vha_687GB - Primary care;Lewiston VA Clinic;Primary care at VA Wallawalla health care;;VA Wallawalla health care
vha_687QB - Telehealth;Morrow County VA Clinic;Telehealth at VA Wallawalla health care;;VA Wallawalla health care
vha_687GA - Primary care;Richland VA Clinic;Primary care at VA Wallawalla health care;;VA Wallawalla health care
vha_687QC - Telehealth;Wallowa County VA Clinic;Telehealth at VA Wallawalla health care;;VA Wallawalla health care
vha_687HA - Primary care;Yakima VA Clinic;Primary care at VA Wallawalla health care;;VA Wallawalla health care
vha_506 - Audiology and speech;Lieutenant Colonel Charles S. Kettles VA Medical Center;Audiology and speech at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Surgery;Lieutenant Colonel Charles S. Kettles VA Medical Center;Surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Cardiology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Cardiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Caregiver support;Lieutenant Colonel Charles S. Kettles VA Medical Center;Caregiver support at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Dental/oral surgery;Lieutenant Colonel Charles S. Kettles VA Medical Center;Dental/oral surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Dermatology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Dermatology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Emergency care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Emergency care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Extended care and rehabilitation;Lieutenant Colonel Charles S. Kettles VA Medical Center;Extended care and rehabilitation at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Gastroenterology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Gastroenterology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Gynecology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Gynecology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Homeless Veteran care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Homeless Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Laboratory and pathology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Laboratory and pathology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - LGBT Veteran care;Lieutenant Colonel Charles S. Kettles VA Medical Center;LGBT Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Blind and low vision rehabilitation;Lieutenant Colonel Charles S. Kettles VA Medical Center;Blind and low vision rehabilitation at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Mental health care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Mental health care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Minority Veteran care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Minority Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Neurology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Neurology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Neurosurgery;Lieutenant Colonel Charles S. Kettles VA Medical Center;Neurosurgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Nutrition, food, and dietary care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Nutrition, food, and dietary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Ophthalmology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Ophthalmology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Optometry;Lieutenant Colonel Charles S. Kettles VA Medical Center;Optometry at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Orthopedics;Lieutenant Colonel Charles S. Kettles VA Medical Center;Orthopedics at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Palliative and hospice care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Palliative and hospice care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Patient advocates;Lieutenant Colonel Charles S. Kettles VA Medical Center;Patient advocates at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Pharmacy;Lieutenant Colonel Charles S. Kettles VA Medical Center;Pharmacy at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Physical medicine and rehabilitation;Lieutenant Colonel Charles S. Kettles VA Medical Center;Physical medicine and rehabilitation at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Plastic and reconstructive surgery;Lieutenant Colonel Charles S. Kettles VA Medical Center;Plastic and reconstructive surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Primary care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Primary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Psychiatry;Lieutenant Colonel Charles S. Kettles VA Medical Center;Psychiatry at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Psychology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Psychology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Radiation oncology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Radiation oncology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Radiology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Radiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Rehabilitation and prosthetics;Lieutenant Colonel Charles S. Kettles VA Medical Center;Rehabilitation and prosthetics at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Returning service member care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Returning service member care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Social work;Lieutenant Colonel Charles S. Kettles VA Medical Center;Social work at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Spinal cord injury and disorders;Lieutenant Colonel Charles S. Kettles VA Medical Center;Spinal cord injury and disorders at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Suicide prevention;Lieutenant Colonel Charles S. Kettles VA Medical Center;Suicide prevention at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Telehealth;Lieutenant Colonel Charles S. Kettles VA Medical Center;Telehealth at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Urology;Lieutenant Colonel Charles S. Kettles VA Medical Center;Urology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Vascular surgery;Lieutenant Colonel Charles S. Kettles VA Medical Center;Vascular surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Vocational rehabilitation and employment programs;Lieutenant Colonel Charles S. Kettles VA Medical Center;Vocational rehabilitation and employment programs at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506 - Women Veteran care;Lieutenant Colonel Charles S. Kettles VA Medical Center;Women Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Addiction and substance abuse care;Flint VA Clinic;Addiction and substance abuse care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Cardiology;Flint VA Clinic;Cardiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Homeless Veteran care;Flint VA Clinic;Homeless Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Laboratory and pathology;Flint VA Clinic;Laboratory and pathology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Mental health care;Flint VA Clinic;Mental health care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Nutrition, food, and dietary care;Flint VA Clinic;Nutrition, food, and dietary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Primary care;Flint VA Clinic;Primary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Social work;Flint VA Clinic;Social work at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GB - Telehealth;Flint VA Clinic;Telehealth at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506QB - Dermatology;Green Road VA Clinic;Dermatology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506QB - Sleep medicine;Green Road VA Clinic;Sleep medicine at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Addiction and substance abuse care;Jackson VA Clinic;Addiction and substance abuse care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Audiology and speech;Jackson VA Clinic;Audiology and speech at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Cardiology;Jackson VA Clinic;Cardiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Mental health care;Jackson VA Clinic;Mental health care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Nutrition, food, and dietary care;Jackson VA Clinic;Nutrition, food, and dietary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Podiatry;Jackson VA Clinic;Podiatry at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Primary care;Jackson VA Clinic;Primary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Pulmonary medicine;Jackson VA Clinic;Pulmonary medicine at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GC - Telehealth;Jackson VA Clinic;Telehealth at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506QA - Audiology and speech;Packard Road VA Clinic;Audiology and speech at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506QA - Mental health care;Packard Road VA Clinic;Mental health care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506QA - Psychology;Packard Road VA Clinic;Psychology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Addiction and substance abuse care;Toledo VA Clinic;Addiction and substance abuse care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Audiology and speech;Toledo VA Clinic;Audiology and speech at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Cardiology;Toledo VA Clinic;Cardiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Critical care;Toledo VA Clinic;Critical care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Dental/oral surgery;Toledo VA Clinic;Dental/oral surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Homeless Veteran care;Toledo VA Clinic;Homeless Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Laboratory and pathology;Toledo VA Clinic;Laboratory and pathology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Mental health care;Toledo VA Clinic;Mental health care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - My HealtheVet coordinator;Toledo VA Clinic;My HealtheVet coordinator at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Nutrition, food, and dietary care;Toledo VA Clinic;Nutrition, food, and dietary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Optometry;Toledo VA Clinic;Optometry at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Pharmacy;Toledo VA Clinic;Pharmacy at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Physical medicine and rehabilitation;Toledo VA Clinic;Physical medicine and rehabilitation at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Physical therapy, occupational therapy and kinesiotherapy;Toledo VA Clinic;Physical therapy, occupational therapy and kinesiotherapy at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Primary care;Toledo VA Clinic;Primary care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Psychology;Toledo VA Clinic;Psychology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Radiology;Toledo VA Clinic;Radiology at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Social work;Toledo VA Clinic;Social work at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Telehealth;Toledo VA Clinic;Telehealth at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Vascular surgery;Toledo VA Clinic;Vascular surgery at VA Ann Arbor health care;;VA Ann Arbor health care
vha_506GA - Women Veteran care;Toledo VA Clinic;Women Veteran care at VA Ann Arbor health care;;VA Ann Arbor health care
vha_515 - Addiction and substance abuse care;Battle Creek VA Medical Center;Addiction and substance abuse care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Amputation care;Battle Creek VA Medical Center;Amputation care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Audiology and speech;Battle Creek VA Medical Center;Audiology and speech at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Caregiver support;Battle Creek VA Medical Center;Caregiver support at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Dental/oral surgery;Battle Creek VA Medical Center;Dental/oral surgery at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Extended care and rehabilitation;Battle Creek VA Medical Center;Extended care and rehabilitation at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Homeless Veteran care;Battle Creek VA Medical Center;Homeless Veteran care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Laboratory and pathology;Battle Creek VA Medical Center;Laboratory and pathology at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - LGBT Veteran care;Battle Creek VA Medical Center;LGBT Veteran care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Blind and low vision rehabilitation;Battle Creek VA Medical Center;Blind and low vision rehabilitation at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Mental health care;Battle Creek VA Medical Center;Mental health care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Minority Veteran care;Battle Creek VA Medical Center;Minority Veteran care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - MOVE! weight management;Battle Creek VA Medical Center;MOVE! weight management at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - My HealtheVet coordinator;Battle Creek VA Medical Center;My HealtheVet coordinator at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Nutrition, food, and dietary care;Battle Creek VA Medical Center;Nutrition, food, and dietary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Optometry;Battle Creek VA Medical Center;Optometry at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Pain management;Battle Creek VA Medical Center;Pain management at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Palliative and hospice care;Battle Creek VA Medical Center;Palliative and hospice care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Patient advocates;Battle Creek VA Medical Center;Patient advocates at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Pharmacy;Battle Creek VA Medical Center;Pharmacy at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Physical therapy, occupational therapy and kinesiotherapy;Battle Creek VA Medical Center;Physical therapy, occupational therapy and kinesiotherapy at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Primary care;Battle Creek VA Medical Center;Primary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Psychiatry;Battle Creek VA Medical Center;Psychiatry at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Psychology;Battle Creek VA Medical Center;Psychology at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - PTSD care;Battle Creek VA Medical Center;PTSD care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Radiology;Battle Creek VA Medical Center;Radiology at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Recreation and creative arts therapy;Battle Creek VA Medical Center;Recreation and creative arts therapy at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Rehabilitation and prosthetics;Battle Creek VA Medical Center;Rehabilitation and prosthetics at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Returning service member care;Battle Creek VA Medical Center;Returning service member care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Smoking and tobacco cessation;Battle Creek VA Medical Center;Smoking and tobacco cessation at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Social work;Battle Creek VA Medical Center;Social work at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Spinal cord injury and disorders;Battle Creek VA Medical Center;Spinal cord injury and disorders at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Suicide prevention;Battle Creek VA Medical Center;Suicide prevention at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Telehealth;Battle Creek VA Medical Center;Telehealth at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Travel reimbursement;Battle Creek VA Medical Center;Travel reimbursement at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Urgent care;Battle Creek VA Medical Center;Urgent care at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Vocational rehabilitation and employment programs;Battle Creek VA Medical Center;Vocational rehabilitation and employment programs at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Whole health;Battle Creek VA Medical Center;Whole health at VA Battle Creek health care;;VA Battle Creek health care
vha_515 - Women Veteran care;Battle Creek VA Medical Center;Women Veteran care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Addiction and substance abuse care;Benton Harbor VA Clinic;Addiction and substance abuse care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Laboratory and pathology;Benton Harbor VA Clinic;Laboratory and pathology at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Nutrition, food, and dietary care;Benton Harbor VA Clinic;Nutrition, food, and dietary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Primary care;Benton Harbor VA Clinic;Primary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Psychiatry;Benton Harbor VA Clinic;Psychiatry at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Psychology;Benton Harbor VA Clinic;Psychology at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - PTSD care;Benton Harbor VA Clinic;PTSD care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Social work;Benton Harbor VA Clinic;Social work at VA Battle Creek health care;;VA Battle Creek health care
vha_515GC - Telehealth;Benton Harbor VA Clinic;Telehealth at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Addiction and substance abuse care;Lansing VA Clinic;Addiction and substance abuse care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Laboratory and pathology;Lansing VA Clinic;Laboratory and pathology at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Nutrition, food, and dietary care;Lansing VA Clinic;Nutrition, food, and dietary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Primary care;Lansing VA Clinic;Primary care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Psychiatry;Lansing VA Clinic;Psychiatry at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Psychology;Lansing VA Clinic;Psychology at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - PTSD care;Lansing VA Clinic;PTSD care at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Social work;Lansing VA Clinic;Social work at VA Battle Creek health care;;VA Battle Creek health care
vha_515GB - Telehealth;Lansing VA Clinic;Telehealth at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Addiction and substance abuse care;Wyoming VA Clinic;Addiction and substance abuse care at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Audiology and speech;Wyoming VA Clinic;Audiology and speech at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Cardiology;Wyoming VA Clinic;Cardiology at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Dental/oral surgery;Wyoming VA Clinic;Dental/oral surgery at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Dermatology;Wyoming VA Clinic;Dermatology at VA Battle Creek health care;;VA Battle Creek health care
vha_515BY - Gastroenterology;Wyoming VA Clinic;Gastroenterology at VA Battle Creek health care;;VA Battle Creek health care
